BANC,FAFB,MCNS
720575941644043681,720575940616438085,137438
720575941413390481,720575940617654818,812830130
720575941413485201,720575940629952374,94310
720575941413523604,720575940638155497,66084
720575941413566748,720575940622944915,109486
720575941644099528,720575940627047912,35598
720575941643947640,720575940624030734,552278
720575941643990472,720575940632453459,99814
720575941643991928,720575940611237034,192555
720575941690127835,720575940609644498,307175
720575941690165400,720575940625030974,19955
720575941690198936,720575940630608467,117685
720575941413642268,720575940611956197,11098
720575941413686161,720575940638012016,12872
720575941413350804,720575940626930186,161706
720575941643810130,720575940645328436,517819
720575941643934053,720575940612099045,19456
720575941643940257,720575940637050089,141652
720575941643655525,720575940616079035,12061
720575941643689573,720575940629416318,163395
720575941643752530,720575940620742164,12235
720575941643559781,720575940630700348,20634
720575941643562597,720575940630560056,26899
720575941413773716,720575940629342458,171283
720575941413778580,720575940623543303,133214
720575941413821844,720575940621192436,624308414
720575941413921681,720575940608021596,325980
720575941413923729,720575940621548897,41491
720575941643606866,720575940633411155,50811
720575941643617637,720575940637097358,33294
720575941643638472,720575940620117268,57041
720575941643477960,720575940607174153,95082
720575941643479752,720575940621044160,55671
720575941643480696,720575940628198918,60160
720575941643501925,720575940608838702,88731
720575941414030737,720575940625959667,10836
720575941414052500,720575940629040428,47450
720575941414082452,720575940639094589,16774
720575941414121500,720575940628866809,12358
720575941643547297,720575940627170250,124468
720575941643548104,720575940613013246,42878
720575941643556709,720575940632741728,39557
720575941643355297,720575940619784033,123964
720575941643381960,720575940625641196,37863
720575941643393185,720575940635534704,29524
720575941643403464,720575940633053847,45329
720575941643440033,720575940626510789,97792
720575941643454113,720575940623138708,60680
720575941643462226,720575940615097275,64924
720575941643473096,720575940608010453,39388
720575941690538648,720575940640168637,12564
720575941690553496,720575940637688292,18341
720575941690598552,720575940630849325,73110
720575941690617496,720575940628923652,36582
720575941414155665,720575940639838005,55807
720575941414262161,720575940629155227,575082
720575941414279316,720575940621415382,24110
720575941414341521,720575940613558509,12362
720575941414353436,720575940617689816,43730
720575941690722523,720575940627442197,232880
720575941643246497,720575940613183272,24211
720575941643253624,720575940632564280,29596
720575941643276449,720575940607896009,23218
720575941643279304,720575940613261795,511803
720575941643287240,720575940638822205,534456
720575941643336824,720575940616725689,27142
720575941414395025,720575940613296613,12964
720575941414410900,720575940610015586,159185
720575941414420884,720575940623564617,513125
720575941414424977,720575940629170250,803433
720575941414449553,720575940628082053,11319
720575941414466449,720575940628074365,81697
720575941643100024,720575940628760136,38913
720575941643103096,720575940622475619,74040
720575941643111288,720575940620923606,98959
720575941643158373,720575940625360784,805975280
720575941642943845,720575940606938034,50738
720575941414743700,720575940619731393,131216
720575941414602897,720575940617978789,30351
720575941414619025,720575940638663221,179722
720575941414644884,720575940628140309,33937
720575941414645396,720575940629421164,517515
720575941643074465,720575940625220937,55436
720575941642779000,720575940611564506,97634
720575941642784594,720575940615856345,555319
720575941642853733,720575940627103484,61942
720575941642868050,720575940619889729,88922
720575941642903416,720575940619000815,59811
720575941642906529,720575940626889491,12447
720575941642931813,720575940617112989,28563
720575941642602360,720575940631086151,47016
720575941414971164,720575940643876718,88322
720575941414673556,720575940612557479,57942
720575941414719124,720575940622843747,15273
720575941414723988,720575940611423411,54780
720575941414729108,720575940626582218,56734
720575941414742676,720575940622078934,75861
720575941642647141,720575940613666666,164269
720575941642291557,720575940625950553,50439
720575941642365522,720575940603538348,36075
720575941642378853,720575940628433511,85141
720575941642499922,720575940622908745,121148
720575941642522469,720575940616231252,165227
720575941642523474,720575940627174090,30309
720575941641435749,720575940630904121,25797
720575941641465682,720575940639232309,14024
720575941641679461,720575940612099986,525062
720575941641695845,720575940604212396,28243
720575941641746533,720575940624611835,146706
720575941414908561,720575940622140680,81230
720575941641908069,720575940622486057,90856
720575941641958757,720575940632653468,26808
720575941642073938,720575940628545406,72386
720575941642276453,720575940648290937,33476
720575941690855899,720575940643792032,62013
720575941690884827,720575940624955367,524975
720575941641287269,720575940607573973,56443
720575941641370962,720575940608729795,35714
720575941640902943,720575940647804212,542252
720575941640947231,720575940638456227,35616
720575941415192604,720575940616133186,32170
720575941640969759,720575940622146698,285042
720575941641035295,720575940637458997,14252
720575941640668191,720575940611675634,15040
720575941640677151,720575940628706325,12368
720575941640688927,720575940606900354,17395
720575941640718879,720575940624934787,541635
720575941640743967,720575940610439363,519129
720575941640780575,720575940630991631,67651
720575941640784159,720575940627014949,19062
720575941640788767,720575940629387902,48612
720575941640794399,720575940617787293,13336
720575941640840991,720575940631110095,10548
720575941690964888,720575940627924227,33788
720575941691005080,720575940628586071,90051
720575941415332124,720575940619643190,34253
720575941415707420,720575940624750480,10739
720575941691030936,720575940627162942,52666
720575941691031704,720575940628225167,12465
720575941691093656,720575940627595024,118627
720575941691104152,720575940610582852,55238
720575941640324639,720575940633163437,526216
720575941640375071,720575940634073825,55400
720575941640579615,720575940606731529,25176
720575941415724572,720575940625841214,472022
720575941415729436,720575940628251947,164459
720575941415821852,720575940616199071,513552
720575941415883804,720575940613866346,23867
720575941415900444,720575940631153920,103979
720575941415249948,720575940630545483,23599
720575941640023327,720575940639892824,51032
720575941640062495,720575940619443694,22586
720575941639637791,720575940611039402,215151
720575941639676959,720575940607924098,50508
720575941639703327,720575940627808122,281132698
720575941639746079,720575940618709158,23098
720575941639422837,720575940628022141,575453
720575941639448437,720575940616915613,88348
720575941415926556,720575940646785924,65986
720575941416096576,720575940632238253,38741
720575941416098076,720575940621507504,86694
720575941416179228,720575940610537170,17296
720575941639508853,720575940616001036,531584
720575941639518239,720575940615457851,29119
720575941639521909,720575940627844943,59028
720575941639528821,720575940616918843,521122
720575941639588639,720575940620860766,17347
720575941639595295,720575940643544224,141343
720575941638906399,720575940628350208,65437
720575941639106847,720575940611134833,29469
720575941416681244,720575940623311630,149335
720575941416780828,720575940623234567,32414
720575941639204469,720575940631985349,10327
720575941639298335,720575940616439697,138213
720575941639377695,720575940618275520,25584
720575941638477429,720575940617041728,70171
720575941638577951,720575940619207606,24908
720575941638580085,720575940618915823,39966
720575941638595701,720575940626309509,566476
720575941638621301,720575940617932101,87830
720575941638709535,720575940626953233,46233
720575941416830748,720575940636263543,520883
720575941417002780,720575940614434046,120738
720575941417065756,720575940627852367,58074
720575941416464412,720575940620314612,17054
720575941638738975,720575940635572592,29391
720575941638801781,720575940634057976,126201
720575941637984629,720575940621843382,104519
720575941638205557,720575940633710105,106115
720575941638242165,720575940622713638,95713
720575941638265461,720575940624836124,29205
720575941638266399,720575940609713710,12673
720575941638305141,720575940625599304,55712
720575941638407199,720575940631759663,10884
720575941638419061,720575940623151565,149899714
720575941638453621,720575940626879484,198139
